stable_ID	wt_1	wt_2	mut_1	mut_2
21ur-13787	0.108326	0.0830952	0.166773	0.1395966
21ur-13788	0.9027131	0.955595	1.50096	1.16331
21ur-13793	0.2527595	0.3323812	0.500319	1.0237082
21ur-13794	0	0.124643	0.166773	0.0930644
21ur-13795	0.3610856	0.2492858	0.222364	0.0930644
21ur-13796	0	0.332381	0	0.279193
21ur-138	1.227687	1.6203576	0.111182	0.186129
21ur-1380	8.1605255	5.3596394	4.280507	2.6057992
21ur-13800	0	0	0	0
21ur-13805	0.5416277	0.4570232	0.444728	0.3257258
21ur-13809	0.1444345	0.0830952	0.222364	1.2098376
21ur-1381	0.649954	0.581666	0.611501	0.6049182
21ur-13815	0.5416275	0.332381	0.389137	0.0465322
21ur-13816	0.0361085	0.0415476	0	0.0930644
21ur-13817	0.902713	0.332381	0.277955	1.3029
21ur-13819	0.0722171	0.0415476	0	0
21ur-1382	0.0361085	0	0.055591	0.0465322
21ur-13821	0	0.0415476	0	0
21ur-13823	0.1444341	0.0830952	0.277955	0.1395966
21ur-13824	0.1444341	0.1246428	0.389137	0.2791932
21ur-13825	0.0361085	0	0	0
21ur-13826	0.0361085	0	0.055591	0.0465322
21ur-13828	0.0361085	0.16619	0.166773	0
21ur-13829	1.44434	1.62036	3.335461	1.81476
21ur-1383	0.758279	0.4570232	0.444728	0.558386
21ur-13830	0.2888681	0.4154756	1.056229	2.09395
21ur-13831	0.108326	0	0.055591	0.0465322
21ur-13832	0	0	0	0
21ur-13833	0.0722171	0.0415476	0.055591	0
21ur-13835	0.469411	0.581666	0.389137	0.465322
21ur-13836	0.180543	0.332381	0.611501	0.604919
21ur-13838	0.2527595	0	0.055591	0.1395966
21ur-13839	0.144434	0.1246428	0.055591	0.3257254
21ur-1384	4.5135712	3.6561852	5.948241	11.1676966
21ur-13840	0.613845	0.540119	1.389777	0.558386
21ur-13841	0.2166515	0.1246428	0.611501	0.139597
21ur-13843	0.180543	0.0830952	0.333546	0.3722574
21ur-13847	0.0361085	0	0	0.232661
21ur-13848	0.0361085	0.0415476	0.055591	0
21ur-13849	0.361085	0.0415476	0.55591	0.9306444
21ur-1385	9.1354585	6.9384476	9.450471	4.8858822
21ur-13852	0.0361085	0	0.111182	0.0930644
21ur-13854	0.0361085	0.0415476	0.055591	0.0465322
21ur-13856	0.5055195	0.16619	0.222364	0.0465322
21ur-13858	0.0722171	0.1661906	0.166773	0.0465322
21ur-13860	0	0	0.111182	0.604919
21ur-13861	0.0722171	0	0	0.0930644
21ur-13862	0.397194	0.1246428	0.111182	0
21ur-13864	0.0361085	0.3739288	0.111182	0.232661
21ur-13865	0.2166511	0.0415476	0.166773	0.0465322
21ur-13867	0.97493	1.2048776	0.611501	2.233549
21ur-13869	0	0	0.166773	0.0930644
21ur-1387	1.08326	0.8309518	0.611501	0.5583862
21ur-13871	0.0722171	0.0830952	0.111182	0.232661
21ur-13872	0	0.0830952	0.111182	0.0930644
21ur-13875	0.0361085	0	0.166773	0.0465322
21ur-13878	0.1444345	0.0415476	0.055591	0.0465322
21ur-13879	0.108326	0.3323806	0.389137	0.325725
21ur-1388	0.4694105	0.457024	0.945047	0.7910482
21ur-13880	0.0722171	0.0415476	0	0
21ur-13885	0	0.0415476	0.277955	0
21ur-13888	0.4694105	0.16619	0.3057505	0.279193
21ur-1389	4.3691341	8.2264204	8.672201	13.3547548
21ur-13891	0.0361085	0.0830952	0.166773	0.2326614
21ur-13892	0.794388	0.415476	1.66773	5.258141
21ur-13893	0.2527595	0.1246428	1.223004	2.512735
21ur-13894	0.0361085	0.0830952	0	0.325725
21ur-13895	3.1053356	0.9140472	2.55719	0.6979834
21ur-13896	0.5416275	0.581666	0.667092	0.651451
21ur-13897	0.0722171	0.0415476	0.055591	0.0930644
21ur-13898	0	0.0415476	0.055591	0
21ur-4484	1.6970971	1.6619	5.614691	6.8867688
21ur-13901	0.0361085	0	0	0.0930644
21ur-13903	1.4443441	1.0802372	0.945047	0.7910476
21ur-13904	0.25276	0.1246428	0.055591	0.1395966
21ur-13908	0.25276	0.0415476	0.055591	0.0930644
21ur-13909	0.144434	0.0830952	0.722683	0.325725
21ur-1391	4.5496771	4.1132134	4.447278	6.654107
21ur-13910	1.4804465	0.8309522	1.223002	2.093948
21ur-13911	0.1444345	0	0.055591	0
21ur-13912	0.6860625	0.4570232	1.056229	0.744515
21ur-13913	0.0361085	0.0830952	0.055591	0
21ur-13915	0.1805431	0.0415476	0.500319	0
21ur-13918	0.6499541	0.33238	0.277955	0.1861292
21ur-13919	0.108326	0.124643	0.166773	0.139597
21ur-1392	2.45538	3.28226	2.835142	4.37403
21ur-13920	0.1805425	0.124643	0.333546	0.511854
21ur-13923	0.4694111	0.7894048	1.723321	0.7445156
21ur-13924	0.794388	0.4570242	2.001273	0.9771766
21ur-13926	0.216651	0.0830952	0.833865	0.0465322
21ur-13927	0	0	0	0
21ur-13928	0.7582796	0.7063086	1.000638	0.6979834
21ur-13929	0	0	0.166773	0.0465322
21ur-1393	6.4995395	6.7722576	10.284364	1.7216966
21ur-13932	0.2166515	0.124643	0.222364	0.0465322
21ur-13933	0	0	0	0
21ur-13934	0.180543	0.207738	0.222364	0.186129
21ur-13935	0.0361085	0	0	0.0465322
21ur-13936	0.0722171	0.124643	0.055591	0.1861292
21ur-13938	0.4694105	0.249286	0.166773	0.372258
21ur-13939	0.97493	0.747857	1.167411	1.86129
21ur-1394	0.288868	0.3323812	0.667092	2.1404822
21ur-13940	0.3610856	0.1246428	0.444728	0.1861292
21ur-13941	0.108326	0.124643	0.111182	0
21ur-13942	0.0722171	0.1661904	0.055591	0.0465322
21ur-13943	8.1966441	8.475702	9.228109	4.7928206
21ur-13944	0.0722171	0	0	0.186129
21ur-13949	0.1083256	0	0	0.0930644
21ur-1395	0.794388	0.457024	6.448554	3.2107198
21ur-13952	0.0361085	0.1246428	0	0
21ur-13953	0	0	0	0
21ur-13958	0	0	0	0
21ur-13959	1.40823	0.9555946	1.056231	0.511854
21ur-1396	1.8054285	1.7449976	1.778914	3.676047
21ur-13963	1.08326	0.623214	1.8345	2.46621
21ur-13964	0.866604	0.1661906	0.222364	0.232661
21ur-13966	0.3971947	0.4154764	0.166773	0.3722578
21ur-13967	0.0722171	0.249286	0.389137	0.511854
21ur-13969	0.3249768	0.207738	0.722683	0.1395966
21ur-1397	0.1083255	0.0415476	0	0
21ur-13971	1.4443426	2.1604752	2.668372	3.6295158
21ur-13973	0.144434	0.124643	0.111182	0.1395966
21ur-13978	0	0	0	0
21ur-13979	0.0361085	0	0	0
21ur-1398	5.3801685	2.65905	6.893282	17.1704
21ur-13980	0.1083256	0.16619	0.111182	0.139597
21ur-13981	0	0	0.055591	0.0465322
21ur-13982	0.0722171	0.0415476	0.055591	0
21ur-13983	0.1083256	0	0.166773	0.0930644
21ur-13986	1.5526666	0.9140472	1.389775	1.0702412
21ur-13987	0.1083256	0.3323812	0.389137	1.0469747
21ur-13988	0.072217	0.0415476	0	0
21ur-13989	0.2527595	0.0415476	0.667092	0.558386
21ur-1399	2.094296	2.9914258	1.167411	5.7234588
21ur-12434	0.324977	0.0415476	0.833865	0.9771764
21ur-13991	0.1444341	0	0.222364	0.2791934
21ur-13993	0.0361085	0.0415476	0.055591	0
21ur-13997	0.144434	0.207738	0.111182	0
21ur-13998	0	0	0	0
21ur-13999	0	0	0	0.0465322
21ur-14	2.4914927	3.28226	2.501591	7.0263644
21ur-140	3.3580976	2.2020198	3.391047	3.5364456
21ur-1400	6.8245143	5.6920238	6.5041455	3.90871
21ur-14000	0	0.0830952	0.111182	0.0465322
21ur-14003	0.144434	0.249286	0.333546	0.6049186
21ur-14009	0.0722171	0	0.055591	0.2791932
21ur-1401	0.577736	0.7894046	0	0.7445156
21ur-14011	0.2527601	0.2908328	0.611501	0.9306448
21ur-14014	0.4333021	0.2908332	0.667092	0.325725
21ur-14016	0.0361085	0.0415476	0	0.0465322
21ur-14018	0.0361085	0.0415476	0.055591	0.0465322
21ur-14019	0.0361085	0.0415476	0.166773	0.3722572
21ur-1402	18.3791945	9.4728508	25.84981	14.4714836
21ur-14023	0	0	0	0
21ur-14026	0	0.0415476	0	0
21ur-14027	0.1083256	0.1661906	0.055591	0
21ur-14029	0.0722171	0.0830952	0.166773	0.139597
21ur-1403	0	0	0	0.0930644
21ur-14030	0	0	0	0
21ur-14034	1.4443425	1.2464278	1.890095	1.1167734
21ur-14035	0.108326	0	0	0
21ur-14036	0.144434	0.207738	0.111182	0.0465322
21ur-14037	0	0.0415476	0.055591	0
21ur-14038	0.0361085	0	0.055591	0.232661
21ur-14039	0.0722171	0	0	0
21ur-1404	211.7763342	216.6709234	424.381689	359.4610732
21ur-14040	0	0	0.055591	0.2326612
21ur-14041	0.072217	0	0.111182	0
21ur-14042	0.0361085	0.0415476	0.055591	0
21ur-14043	0.0361085	0	0	0
21ur-14046	0.1805427	0.0830952	0.055591	0.0465322
21ur-14047	7.727223	5.1934462	8.394245	6.049186
21ur-14048	0.1805425	0.3323806	0.222364	0.2326614
21ur-14049	0.288868	0.290833	0.389137	0.325726
21ur-1405	36.5057411	36.4787966	34.79998	24.0571632
21ur-1626	4.9829781	5.6089266	20.17955	17.9148722
21ur-14052	0.0722171	0	0.111182	0
21ur-14055	0.108326	0.249286	0.055591	0
21ur-14056	0.108326	0.0415476	0.111182	0
21ur-10467	0.108326	0.0830952	0.667092	0.511854
21ur-14063	0.0361085	0.0830952	0	0
21ur-14066	0.0361085	0.0415476	0	0.0930644
21ur-14067	0.180543	0.2908332	0.111182	0.2326614
21ur-14069	4.62189	2.90833	2.22364	0.558386
21ur-1407	17.9820112	11.8272224	20.716886	20.6913403
21ur-14070	0.324977	0.16619	0.444728	0.186129
21ur-14071	0.288868	0.249286	0.111182	0.0930644
21ur-14072	0.072217	0	0.055591	0.0465322
21ur-14073	1.04715	0.8309522	0.500319	0.884112
21ur-14074	0	0.0415476	0.055591	0
21ur-14078	0.072217	0	0	0.1861292
21ur-14079	0.2527595	0.16619	0.277955	0.232661
21ur-1408	2.6720365	2.6175006	1.056229	1.2098374
21ur-14080	0.7943876	0.16619	1.111822	0.651451
21ur-14083	0.180543	0	0.055591	0.3722574
21ur-14084	0	0	0	0
21ur-14085	0	0	0	0
21ur-14086	0.288868	0.1661904	0.389137	0.372258
21ur-14087	0.072217	0.207738	0.055591	0
21ur-14088	0	0	0	0
21ur-14089	0.216651	0.332381	0.333546	0.0930644
21ur-14090	0.288868	0.332381	0.166773	0.139597
21ur-14092	0.0722171	0	0	0.372258
21ur-14096	0.1444341	0.207738	0	0.2791934
21ur-14098	0.0361085	0.2908336	0.222364	0.2791932
21ur-14099	0.1444345	0.0415476	0	0.0465322
21ur-141	0.324977	0.290833	0.500319	1.20984
21ur-1410	0.0361085	0	0	0
21ur-14103	0	0	0.166773	0
21ur-14106	0.108326	0	0	0.511854
21ur-14108	0.144434	0.0415476	0.055591	0
21ur-1411	0.25276	0.3323812	0.055591	0.2791934
21ur-14113	2.9789528	0.9763688	4.2527155	1.72169
21ur-14116	0.5416281	0.207738	0.500319	1.0702408
21ur-14117	0.108326	0.0830952	0.055591	0.0930644
21ur-14118	0.3249767	0.3323806	0.166773	0.9771766
21ur-14119	0.1805425	0.1661904	0.111182	0.139597
21ur-1412	23.3621941	17.3668828	24.015301	14.238819
21ur-14120	0.072217	0.2492852	0.778274	0.5583862
21ur-14122	0.686062	0.5401192	1.000638	0.465322
21ur-14124	0.0722171	0.1246428	0.111182	0.1861288
21ur-14129	0.108326	0.332381	0.055591	0.0465322
21ur-1413	5.1635186	6.6476182	6.726515	6.84023
21ur-14131	0.577737	0.5816668	2.390412	0.4653224
21ur-14132	0	0	0	0
21ur-14133	0.361085	1.0802374	0.222364	0.3722578
21ur-14135	0	0	0	0
21ur-14136	1.5165585	1.37107	2.168051	1.5820944
21ur-14137	0.1444345	0.0415476	0.055591	0
21ur-1414	0.9749305	0.4570236	0.945047	0.279193
21ur-14140	0.25276	0.249286	0.111182	0.139597
21ur-14141	0.2166512	0.2492858	0.166773	0.2791932
21ur-7961	0.144434	0	0.500319	0.511854
21ur-14143	0.2527595	0.2077382	0.333546	0.279193
21ur-14144	0.4694105	0.0415476	0.611501	0.0930644
21ur-14145	0.216651	0.1661906	0.333546	0.0930644
21ur-14147	0.758279	1.0802368	0.833865	0.5583866
21ur-14148	0.1083255	0.2492852	0.166773	0.0930644
21ur-14149	0.2888686	0.4570232	0.333546	0.465322
21ur-1415	12.0602601	7.9771352	7.949518	10.2370614
21ur-14150	0	0.0830952	0	0
21ur-14152	0.180543	0.0830952	0.333546	0.2791934
21ur-14154	0.361085	0.124643	0.389137	0.139597
21ur-14155	0.0361085	0.0830952	0	0
21ur-14156	0.1444345	0.1246428	0.166773	0
21ur-14157	0.2527601	0.1661906	0	0.0930644
21ur-14158	0.108326	0	0.055591	0
21ur-14159	0	0	0	0
21ur-1416	0.9027141	1.7865464	0.667092	2.5127354
21ur-14162	0.108326	0.207738	0.444728	0.232661
21ur-14164	0.180543	0.1246428	0.055591	0.1395966
21ur-14165	0.2888687	0.2908328	0.333546	0
21ur-14166	2.9247952	2.1189278	6.392962	2.7453982
21ur-14167	2.92479	1.6619028	0.722683	1.34943
21ur-14169	0.3249775	0.3739282	0.277955	0.3257256
21ur-1417	4.2246941	5.8582104	5.058783	15.6348228
21ur-14170	0.469411	0.4570236	0.333546	0.697984
21ur-14171	0.1444342	0.1246428	0.055591	0
21ur-14172	0.3610855	0.0415476	0.222364	0.0930644
21ur-14176	0.3249771	0.207738	0.277955	0.0465322
21ur-14179	0	0	0.055591	0
21ur-1418	0.830496	0.415476	1.223	0.558386
21ur-14180	0.0361085	0.1246428	0	0.1395966
21ur-14182	0.5055195	0.6232136	0.111182	0.1861292
21ur-14184	0.0361085	0.1246428	0.111182	0.0465322
21ur-14186	0.1444342	0.0415476	0.055591	0
21ur-14187	0.0361085	0	0	0
21ur-14188	1.1554726	1.454165	1.056229	0.604919
21ur-14189	0	0.0415476	0.055591	0.0930644
21ur-1419	23.7955505	17.7824002	26.850493	22.0097406
21ur-14190	0.3249771	0.2077382	0.500319	0.139597
21ur-14192	0.3791408	0.2908332	0.222364	0.0930644
21ur-14193	1.336017	0.623214	1.223004	0.4653222
21ur-14196	0.0361085	0.0415476	0.111182	0
21ur-14197	0.0361085	0.0830952	0.055591	0
21ur-14198	0.0361085	0.124643	0	0
21ur-14199	0.216651	0	0.111182	0.0930644
21ur-142	0	0.0830952	0	0.0930644
21ur-1420	79.9803782	58.9560366	43.972448	86.6430116
21ur-14202	0.25276	0.2285118	0.166773	0.2791932
21ur-6472	0.722171	0.207738	1.890091	1.86129
21ur-14204	0.50552	0.2492858	0.333546	0.1861288
21ur-14209	0	0.0415476	0	0
21ur-1421	0.25276	0.290833	0.055591	0.0465322
21ur-14210	0	0.0415476	0.055591	0
21ur-14212	0	0.0415476	0	0.0465322
21ur-14213	0.1083256	0.1246428	0.055591	0.1861288
21ur-14214	0.144434	0.5401184	0.389137	0.465322
21ur-14215	0.794388	0.872499	0.55591	0.4187902
21ur-14216	0.0361085	0	0.111182	0.0465322
21ur-14217	0.0361085	0.1661904	0	0.1395966
21ur-14219	0.2166511	0.3323804	0.333546	1.0702414
21ur-1422	1.62488	1.1217848	2.723964	2.9315266
21ur-14220	0	0	0	0
21ur-14222	0.433302	0.124643	0.222364	0.5583862
21ur-14224	3.0331141	2.7005976	2.00128	1.6751622
21ur-14225	0	0.0415476	0.055591	0.139597
21ur-14227	0.0361085	0	0	0.0930644
21ur-14228	0	0	0	0
21ur-14229	0.0361085	0	0.055591	0
21ur-14235	0.180543	0.0830952	0	0.0930644
21ur-14236	0.3249771	0.4570236	0.277955	0.0930644
21ur-14238	0.0361085	0.0830952	0	0
21ur-14239	0.3249771	0.4570228	0.389137	0.2791932
21ur-1424	2.5637085	3.07452	2.77955	9.4460422
21ur-14240	0.3249765	0.0830952	0.222364	0.7910472
21ur-14241	0.1805425	0.207738	0.111182	0
21ur-14244	0	0	0.055591	0.0930644
21ur-14246	0	0	0	0.0465322
21ur-1425	4.7302161	3.2407118	5.837052	4.0482988
21ur-14251	0.469412	0.2908328	0.500319	0.139597
21ur-14253	0	0	0	0
21ur-14256	0.144434	0.0415476	0.222364	0
21ur-14257	0.6499541	0.3323812	0.833865	0.0930644
21ur-14258	0	0.0415476	0	0
21ur-7032	2.9247952	2.575955	8.283063	11.4469286
21ur-1426	0.288868	0.124643	0.333546	1.5355644
21ur-14262	0.0722171	0	0	0.0465322
21ur-14264	0	0.0415476	0	0
21ur-14265	0	0	0	0
21ur-14266	0.5416281	0.4154756	1.500956	0.8841122
21ur-1427	0.902713	0.9140468	4.558467	9.8182992
21ur-14270	0.0722171	0	0	0.186129
21ur-14272	0.1444345	0.2492852	0.111182	0.1861292
21ur-14273	0.830496	0.706309	0.722683	0.604919
21ur-14274	0.0361085	0.2077376	0.277955	0.0930644
21ur-14275	0.722171	1.080237	0.611501	1.2098366
21ur-14276	0.25276	0.415476	0.333546	0.511855
21ur-14277	0.2166515	0.1661906	0.166773	0.0465322
21ur-1428	1.0110385	0.5401192	0.500319	0.8841124
21ur-14282	0.0361085	0.0415476	0.111182	0.1395966
21ur-14283	0.2888682	0.0830952	0.055591	0.8375804
21ur-14284	2.81647	2.7005912	1.223002	0.4187902
21ur-14286	0.469411	0.290833	0.277955	1.2098372
21ur-14287	0.1805425	0.0415476	0.055591	0
21ur-14289	0.469411	0.16619	0.444728	0.232661
21ur-1429	0.902713	0.7894046	0.945047	1.6751644
21ur-14291	0.2166515	0.0415476	0.055591	0
21ur-14293	0.072217	0.207738	0.222364	0
21ur-14296	0.1444342	0.1246428	0	0.139597
21ur-14298	0.108326	0.0830952	0	0.0465322
21ur-14299	0.2166511	0.2077382	0.111182	0.139597
21ur-143	9.4604331	11.5917328	10.506682	30.2924654
21ur-1430	0.0361085	0	0	0.2791934
21ur-14300	0	0	0	0
21ur-14301	2.022074	0.997142	1.445365	1.0702404
21ur-14302	0.0361085	0	0	0
21ur-14303	0.0361085	0.0415476	0	0
21ur-14305	0	0	0	0
21ur-14306	0.0361085	0.0415476	0.111182	0.0465322
21ur-14307	0.2166515	0.1661904	0.111182	0.1395966
21ur-1431	0.5777367	0.3739282	0.111182	0.232661
21ur-14310	0.0722171	0.0415476	0.055591	0.1395966
21ur-14311	0.1083256	0	0.111182	0.0465322
21ur-14313	0	0	0	0
21ur-4893	9.1354615	4.5702328	21.458119	26.9421374
21ur-14316	0.0722171	0.0415476	0.055591	0
21ur-14318	0.1083255	0	0	0
21ur-14319	0.1444345	0.0415476	0	0.1861288
21ur-1432	0.97493	1.2048802	0.667092	0.9771764
21ur-14320	0.469411	0.290833	1.445371	0.651451
21ur-14321	0.7221705	0.4154758	0.55591	0.3722584
21ur-14323	0.0722171	0	0	0
21ur-14324	0	0.0830952	0	0
21ur-14325	0.072217	0.0415476	0	0
21ur-14326	0.216651	0.373928	0.333546	0.604919
21ur-14327	0.0361085	0.0415476	0	0.139597
21ur-14328	0.216651	0.0415476	0.166773	0
21ur-1433	12.8546596	20.4414136	16.176964	17.9148898
21ur-14331	0	0	0	0
21ur-14334	0	0.0415476	0	0
21ur-14335	0.361085	0.1246428	0	0
21ur-14339	0.3249776	0.1661906	0.222364	0.2791932
21ur-1434	0.0361085	0.2908332	0.166773	0
21ur-14340	0.541629	0.581666	0.833865	0.604919
21ur-14341	0.180543	0.0830952	0.111182	0.0465322
21ur-14342	0.180543	0.0415476	0.166773	0
21ur-14344	0.0361085	0.0415476	0	0.0930644
21ur-1129	110.5640312	123.188478	455.068193	344.8034306
21ur-14347	0.1083256	0.0830952	0.111182	0.2791936
21ur-1435	0.6138455	0.6647612	0.778274	1.2563722
21ur-14352	0.1083256	0.0830952	0.166773	0
21ur-14356	0.0361085	0.1246428	0.111182	0.0465322
21ur-1436	0.722171	1.70345	0.500319	1.34943
21ur-14362	0.144434	0.0830952	0.111182	0.2326612
21ur-14363	0.0361085	0	0	0
21ur-14364	0.1444345	0.2077382	0.111182	0.0465322
21ur-14365	0.1083256	0.0415476	0.055591	0.1395966
21ur-14368	1.191583	0.9971426	1.500962	3.815637
21ur-1437	6.030125	8.6418992	9.506059	19.3573736
21ur-14371	0.0722171	0	0	0
21ur-14372	0.0722171	0.1661906	0.055591	0.1395966
21ur-14378	0	0.0415476	0	0
21ur-14379	0.3249772	0.2492858	0.222364	0.3722582
21ur-1438	17.6209706	17.0760192	13.730937	12.2380186
21ur-14383	0.3610855	0.5401192	0.166773	1.2563696
21ur-14386	0.1083256	0.2908334	0.389137	0.4653222
21ur-14387	4.9107611	2.2851128	2.668373	2.0008888
21ur-1439	10.6880858	6.8553504	6.115015	6.5610388
21ur-14390	0	0	0	0
21ur-14391	0.072217	0.0830952	0.166773	0.232661
21ur-14395	0.2166512	0.1246428	0.055591	0.139597
21ur-14397	0.072217	0.0415476	0.166773	0.3257256
21ur-14398	0.433303	0.3323804	0.611501	0.744515
21ur-14399	0.324977	0	0.222364	0.0465322
21ur-144	0.216651	0.0415476	0.166773	0.372258
21ur-1440	2.9247885	1.91119	3.279873	3.3037822
21ur-14402	0	0	0	0
21ur-14403	0.7582795	0.540119	0.222364	0.4187894
21ur-14406	0.180543	0.290833	0.055591	0.2791932
21ur-14408	0.288868	0.373928	0.389137	0.0930644
21ur-14409	0.5416286	0.457023	0.833865	1.3959662
21ur-1441	0.6138445	0.4570232	0.889456	2.1870114
21ur-14411	0.0361085	0.124643	0.500319	0.2791932
21ur-14413	0.0361085	0.415476	0.055591	0.0465322
21ur-14414	0	0	0	0.0465322
21ur-14417	0	0.1246428	0	0.0465322
21ur-14418	0.144434	0.332381	0.055591	0.372258
21ur-1442	0.9749305	1.4126176	1.77891	3.5829844
21ur-14421	0.3610855	0.415476	0.722683	0.604919
21ur-14422	0.0722171	0	0	0
21ur-14423	0.0722171	0.0415476	0.277955	0
21ur-14424	0.072217	0.1661906	0.166773	0.465322
21ur-14425	0.0361085	0	0	0
21ur-14426	0.613845	0.290833	0.277955	0.0930644
21ur-14427	0.1083256	0.1661906	0.111182	0.1395966
21ur-14429	0.2527601	0.3323812	0.333546	0.139597
21ur-1443	1.877646	1.5788128	2.501599	5.0720076
21ur-14430	0.0361085	0.0415476	0	0
21ur-14432	0.108326	0	0	0.41879
21ur-14433	0	0	0	0.0465322
21ur-14434	0.0722171	0.0830952	0	0.5118544
21ur-14436	1.0471471	0.6647618	0.166773	0.279194
21ur-14437	0.108326	0	0.055591	0.2326614
21ur-1444	0.6138451	2.2435718	1.890097	6.7471728
21ur-14440	0.6138447	0.6232144	0.889456	0.6979826
21ur-14441	0.397194	0.0830952	0.444728	0.6979826
21ur-14442	0.397194	0.5401192	0.55591	0.2791932
21ur-14443	0	0	0	0
21ur-14444	0.0361085	0.0830952	0	0
21ur-14448	0.1444345	0.2077376	0.055591	0.1861292
21ur-14449	0.0361085	0	0	0
21ur-1445	5.1635185	2.90833	4.669641	7.3520922
21ur-14450	0.3249765	0.415476	0.389137	1.0702404
21ur-14451	0	0.0415476	0	0
21ur-14452	0.794388	0.373929	0.611501	1.0237088
21ur-14454	0.0361085	0.0830952	0	0.0465322
21ur-14456	0.1805431	0.0415476	0.277955	0.0930644
21ur-14457	0.288868	0.0830952	0.111182	0
21ur-14458	0.6138456	0.4985706	0.667092	1.1633056
21ur-14459	0.1805425	0.1246428	0	0.0465322
21ur-1446	3.8275056	3.8639252	1.38978	2.00088
21ur-14462	0.0722171	0.0415476	0	0.1395966
21ur-14463	0.0361085	0	0	0.0465322
21ur-14464	0.3249765	0.2492856	0.389137	0.465322
21ur-14465	0.4694115	0.6647612	1.056229	0.930644
21ur-14466	0	0.0830952	0.111182	0.2791934
21ur-14467	0.2166515	0.2077382	0.222364	0.232661
21ur-14469	0.072217	0	0.055591	0
21ur-1447	37.3723393	44.2066382	57.258733	20.1018672
21ur-14473	0	0.0415476	0	0
21ur-14474	0.1444345	0.1246428	0	0
21ur-14476	0.1444345	0.0415476	0.055591	0.0465322
21ur-14477	0.1805426	0.207738	0.055591	0.1395966
21ur-14478	0	0	0	0
21ur-1448	0.9027135	2.077383	1.667731	1.95435
21ur-14481	0.0361085	0.0830952	0.166773	0.0465322
21ur-14482	0.3610852	0.1661904	0.722683	0.9771764
21ur-14483	0.7221706	0.8309518	0.389137	1.8612886
21ur-14485	1.372124	0.2908328	0.945047	0.4653224
21ur-14487	0	0.0830952	0.055591	0
21ur-1449	5.055197	4.3624982	3.279872	13.1220578
21ur-14491	0.7943885	0.5401186	1.223002	1.2098368
21ur-14492	0.0722171	0.0830952	0.111182	0.0465322
21ur-14493	0.938822	0.8724996	0.722683	0.4187896
21ur-14494	0.433302	0.5816668	0.389137	0.3257252
21ur-14495	0.2888686	0.1661906	0.722683	0.1861292
21ur-14496	0.1083256	0.0830952	0.166773	0.0930644
21ur-14498	0.1444341	0.2492852	0	0
21ur-14499	0.1444341	0.1246428	0.111182	0.0930644
21ur-145	4.7663227	3.6561882	1.778911	1.11677
21ur-1450	7.0772741	5.3180904	5.725875	5.3046722
21ur-14500	0.0361085	0	0.055591	0
21ur-14501	0.1805431	0.0415476	0	0.1861288
21ur-14505	0	0	0	0
21ur-14506	0.072217	0.0415476	0.111182	0.0930644
21ur-14508	0	0.0830952	0	0.0465322
21ur-1451	1.299911	0.290833	1.11182	0.4187902
21ur-14510	0.6860625	0.124643	0.111182	0.511854
21ur-14514	0.6138445	0.2908332	0.778274	2.187019
21ur-5248	0.216651	0.16619	0.945047	0.83758
21ur-14516	0.0361085	0.1246428	0.277955	0.0465322
21ur-1452	0.649953	0.581666	0.611501	1.0237082
21ur-14521	0	0	0.055591	0.0465322
21ur-14522	0.108326	0.0830952	0	0.139597
21ur-14523	0.0722171	0.207738	0.166773	0.3257254
21ur-14524	0	0.1246428	0.166773	0.279193
21ur-14526	0.108326	0.457024	0.111182	0.0930644
21ur-14527	0	0	0	0.0465322
21ur-14529	0.0361085	0.0830952	0.166773	0.0930644
21ur-1453	2.2748385	3.44845	2.39041	4.4205566
21ur-14531	0.324977	0.0415476	0	0
21ur-14533	0	0	0	0
21ur-14534	0	0.0415476	0	0
21ur-14535	0.1083256	0	0.055591	0
21ur-14536	1.083256	0.415476	1.223003	0.558386
21ur-14537	0.0361085	0	0	0
21ur-14538	6.2106641	3.6146482	5.614689	3.7691108
21ur-14539	0.469411	0.1661906	0.333546	0.3722574
21ur-1454	10.0742821	8.1017782	11.618564	6.3283822
21ur-14540	0.072217	0.2908332	0.277955	0.0465322
21ur-14541	0.0361085	0.1246428	0.166773	0.0930644
21ur-14542	0.1083256	0.0415476	0	0
21ur-14543	0.2888685	0.1661906	0.166773	0.2791934
21ur-14544	2.2748415	2.1604728	2.779549	3.3968504
21ur-14545	0.0722171	0	0	0.1395966
21ur-14546	0.1805425	0.1661906	0.055591	0
21ur-14549	0	0.0415476	0	0
21ur-1455	0.469411	0.457024	0.222364	0.325725
21ur-14550	0.144434	0.0415476	0	0
21ur-14551	0	0.0415476	0	0
21ur-14554	0.216651	0.0415476	0	0
21ur-14555	0	0	0	0.0930644
21ur-14556	1.624884	0.8725002	1.890094	0.465322
21ur-14558	0.0361085	0.0415476	0.055591	0.0465322
21ur-14559	0	0	0.055591	0
21ur-14560	0.2888685	0.332381	0.222364	0.8841124
21ur-14561	0	0	0	0.0465322
21ur-14562	1.1554725	1.412618	2.557188	1.7216924
21ur-14563	0.108326	0.0830952	0	0.0465322
21ur-14565	0.1444341	0.1661904	0.166773	0.5583864
21ur-14566	0.1083256	0	0	0
21ur-14567	0.5416281	0.4154764	0.722683	0.0465322
21ur-14568	0	0.0415476	0.055591	0.0465322
